Time (s),ECG
393.98,-0.3183399195207681
393.99,-0.32725675062778725
394.0,-0.2950194837786716
394.01,-0.3035515881716587
394.02,-0.31726483615881884
394.03,-0.3381441331761165
394.04,-0.34351270938201955
394.05,-0.34489419447404585
394.06,-0.32690726769457523
394.07,-0.33452246955655496
394.08,-0.3018912019454968
394.09,-0.2900480116556223
394.1,-0.30941080226396833
394.11,-0.3259642119337381
394.12,-0.30015324564292817
394.13,-0.2805559739752953
394.14,-0.3052002851801079
394.15,-0.2970383422132118
394.16,-0.29499236970854764
394.17,-0.31810230255597827
394.18,-0.3185610477925944
394.19,-0.32749632667469986
394.2,-0.34273565926097316
394.21,-0.3681190998014262
394.22,-0.3507504399287489
394.23,-0.38227061912317395
394.24,-0.5426591696919516
394.25,-0.5864998366081866
394.26,-0.4765841133450477
394.27,-0.41462672678948187
394.28,-0.4070451288042025
394.29,-0.3783413713093554
394.3,-0.33040629538208705
394.31,-0.3477096621056564
394.32,-0.394630078114554
394.33,-0.3633893451312404
394.34,-0.33841158666080884
394.35,-0.33892948754559865
394.36,-0.31675735606235356
394.37,-0.35958351681640355
394.38,-0.3504975208809802
394.39,-0.37811162254587155
394.4,-0.39769396250422473
394.41,-0.4276402529145884
394.42,-0.416529290226308
394.43,-0.42468544348690607
394.44,-0.46065829710177103
394.45,-0.45520547651024257
394.46,-0.40832691273868404
394.47,-0.386544008019586
394.48,-0.3741865988425795
394.49,-0.3626648035733221
394.5,-0.3572220605792244
394.51,-0.34913491361397725
394.52,-0.29984851764401504
394.53,-0.3033861702906446
394.54,-0.3032195440855588
394.55,-0.3045824199575683
394.56,-0.3382359776686737
394.57,-0.42188275513011597
394.58,-0.46952621153464624
394.59,-0.4886381612703946
394.6,-0.49010106719571866
394.61,-0.4860923323232591
394.62,-0.4594883848356731
394.63,-0.440587636179461
394.64,-0.4029573560981837
394.65,-0.3885416948341643
394.66,-0.4116077202694976
394.67,-0.4042755266919643
394.68,-0.32130636684770736
394.69,-0.257663107230421
394.7,-0.20262079974190111
394.71,-0.1975841983210172
394.72,-0.23907837029612816
394.73,-0.2935288870632582
394.74,-0.32109642886333933
394.75,-0.40436641934158724
394.76,-0.4601791544520018
394.77,-0.44737851192438094
394.78,-0.3707993807779951
394.79,-0.4252015046312373
394.8,-0.47831844323536865
394.81,-0.4807478618896091
394.82,-0.5235877373573269
394.83,-0.5569575396959465
394.84,-0.5245599813606664
394.85,-0.44447839798593847
394.86,-0.4328748253580852
394.87,-0.4588324471965405
394.88,-0.3030999701136129
394.89,-0.4861986461683503
394.9,-0.6609103582025868
394.91,-0.21602005013043252
394.92,0.6540218501592233
394.93,0.6259333229015905
394.94,-0.3332147045404021
394.95,-0.8870559203592175
394.96,-0.925004727280318
394.97,-0.814729399845731
394.98,-0.6412835564294991
394.99,-0.41309180123066824
395.0,-0.39152456977272077
395.01,-0.4285577688517425
395.02,-0.313428948337753
395.03,-0.31854859940197283
395.04,-0.34485096173068813
395.05,-0.28871322969450003
395.06,-0.24688045818512705
395.07,-0.2843986406588077
395.08,-0.28228588743989474
395.09,-0.3046397030285808
395.1,-0.3573195917791547
395.11,-0.37052393855963445
395.12,-0.33484944384039944
395.13,-0.37784775467792464
395.14,-0.3988189860626627
395.15,-0.38473897654329325
395.16,-0.34624088368452344
395.17,-0.38014243357698463
395.18,-0.4250862955511035
395.19,-0.4426921488543886
395.2,-0.43563780812018266
395.21,-0.42256963345358123
395.22,-0.38115266748841636
395.23,-0.34438469922030956
395.24,-0.31944297158105106
395.25,-0.2944486581748718
395.26,-0.2578181517757517
395.27,-0.27693302354068433
395.28,-0.2899069704328376
395.29,-0.30527668546345504
395.3,-0.33593044545700873
395.31,-0.39203937488346385
395.32,-0.39799278966514173
395.33,-0.41412940006644006
395.34,-0.4115107374340672
395.35,-0.42470623793745216
395.36,-0.41397123104447414
395.37,-0.4216667379186925
395.38,-0.39979596101316023
395.39,-0.3828260729143572
395.4,-0.3528976581576327
395.41,-0.36022580414137273
395.42,-0.34814403117464227
395.43,-0.32626308713099694
395.44,-0.3415089659336778
395.45,-0.3588178450097096
395.46,-0.3528786911678331
395.47,-0.3631187949006512
395.48,-0.3645992998620132
395.49,-0.3740081496414822
395.5,-0.348549917700979
395.51,-0.36385254860844124
395.52,-0.35800327044188557
395.53,-0.3518540086271482
395.54,-0.34488720512070603
395.55,-0.36072425345116216
395.56,-0.35015292345571786
395.57,-0.35300819000057426
395.58,-0.35828991454121967
395.59,-0.3545137087328584
395.6,-0.34910179939602765
395.61,-0.36459824104535926
395.62,-0.3592520679535721
395.63,-0.3686512127904315
395.64,-0.3626969843363182
395.65,-0.36407839189494995
395.66,-0.3483943948081649
395.67,-0.353877617180562
395.68,-0.3502562387226725
395.69,-0.3568344271657579
395.7,-0.35135311004057873
395.71,-0.36183418728232786
395.72,-0.3468473851701999
395.73,-0.3472453563039366
395.74,-0.33444690447750436
395.75,-0.33958926326483563
395.76,-0.3344120339203489
395.77,-0.33301189619516186
395.78,-0.3336870967446283
395.79,-0.35714111734463627
395.8,-0.35222447210621516
395.81,-0.36510129308030453
395.82,-0.3545553449458551
395.83,-0.3545142135568423
395.84,-0.35867119553526533
395.85,-0.3631618561963984
395.86,-0.3447980822727396
395.87,-0.3597598574013358
395.88,-0.3496846745018046
395.89,-0.3323842148090767
395.9,-0.32195034047300647
395.91,-0.34262931394571605
395.92,-0.3220241520908857
395.93,-0.3212646084605202
395.94,-0.33037646903387896
395.95,-0.33766138652279865
395.96,-0.34145486416703913
395.97,-0.35022704794199644
395.98,-0.3426297818377245
395.99,-0.35309583985719073
396.0,-0.3539945072051096
396.01,-0.3574897228683252
396.02,-0.33462160799777163
396.03,-0.33882695753551306
396.04,-0.33292951912999474
396.05,-0.31336734192657567
396.06,-0.2736106793024403
396.07,-0.2809697655714568
396.08,-0.30045000048356946
396.09,-0.28830123279384684
396.1,-0.28381534768950334
396.11,-0.3213607894580594
396.12,-0.34838052310888523
396.13,-0.35694568390204656
396.14,-0.35077483416181704
396.15,-0.3560825973212142
396.16,-0.3353274745319962
396.17,-0.3413020585300769
396.18,-0.33387661502068383
396.19,-0.34683665425993926
396.2,-0.32613972487606674
396.21,-0.330634139553779
396.22,-0.33392194495204647
396.23,-0.3455836243004719
396.24,-0.3339367180102071
396.25,-0.32960053307851517
396.26,-0.3263717289996843
396.27,-0.3372190780237829
396.28,-0.33149496991135297
396.29,-0.32354841389927186
396.3,-0.327066810204685
396.31,-0.35493465451760287
396.32,-0.34800418541206257
396.33,-0.35274153642174216
396.34,-0.34723844287704714
396.35,-0.3545724071775771
396.36,-0.32644034277008077
396.37,-0.3306270847141135
396.38,-0.3223528541833964
396.39,-0.3233262266309616
396.4,-0.3190769024090866
396.41,-0.32108172472028074
396.42,-0.3109379520114258
396.43,-0.3228176732380484
396.44,-0.3260572215434234
396.45,-0.33784544634688224
396.46,-0.33178886112243855
396.47,-0.34106800172347346
396.48,-0.34040785227344605
396.49,-0.35216670034520325
396.5,-0.34620653645617416
396.51,-0.3475601631031618
396.52,-0.33271512544777343
396.53,-0.33415805056466347
396.54,-0.33668547890961187
396.55,-0.3459857415202631
396.56,-0.3287111687262615
396.57,-0.3425854318612062
396.58,-0.33791649285906705
396.59,-0.3367324184239444
396.6,-0.3447555178744822
396.61,-0.35454908037894795
396.62,-0.34099953114834375
396.63,-0.3540346090697935
396.64,-0.3532520902404725
396.65,-0.35425253339293294
396.66,-0.3412390011943716
396.67,-0.345840402758297
396.68,-0.3267624151137357
396.69,-0.3274314589483692
396.7,-0.3282943053665465
396.71,-0.3424589133105826
396.72,-0.33885941512326706
396.73,-0.3485970418314365
396.74,-0.34523497173675777
396.75,-0.33954618531481173
396.76,-0.3372131943502507
396.77,-0.347891861721823
396.78,-0.3471285048719787
396.79,-0.35590175429679793
396.8,-0.3532645759203083
396.81,-0.3622173735848808
396.82,-0.35546545417560416
396.83,-0.35998677762333386
396.84,-0.3425758719233145
396.85,-0.3442826769766927
396.86,-0.3313696663703972
396.87,-0.34546332163890675
396.88,-0.346645208831079
396.89,-0.3556106835045382
396.9,-0.35520212672051243
396.91,-0.36219099273841404
396.92,-0.35004050500563694
396.93,-0.3602278896065165
396.94,-0.3614041325675255
396.95,-0.3642514824083985
396.96,-0.34152013723343616
396.97,-0.3541122313238084
396.98,-0.36093547654156183
396.99,-0.35767348163763146
397.0,-0.34581156525912965
397.01,-0.34781745850447865
397.02,-0.3448691971355295
397.03,-0.35147126960258995
397.04,-0.32661472021560417
397.05,-0.33560879959637707
397.06,-0.34843461163684913
397.07,-0.3677356913523309
397.08,-0.38056642913842564
397.09,-0.3707634914606038
397.1,-0.3515420494278504
397.11,-0.3681031554762732
397.12,-0.3736903334707343
397.13,-0.35793567790339403
397.14,-0.3449546505071924
397.15,-0.3650563592508682
397.16,-0.3493593388887241
397.17,-0.3399328017588281
397.18,-0.2927750198423425
397.19,-0.2666101725350315
397.2,-0.26838700008277144
397.21,-0.29943364394439026
397.22,-0.3025196306483276
397.23,-0.36020667695629477
397.24,-0.3966360237730246
397.25,-0.4321825380829695
397.26,-0.44316081047877576
397.27,-0.4685396803768539
397.28,-0.5218101749792139
397.29,-0.49439823857289233
397.3,-0.48499532062650064
397.31,-0.4988476141474258
397.32,-0.6087050314868019
397.33,-0.5856777799624959
397.34,-0.3400404159982646
397.35,0.1834352833412024
397.36,0.8590750987145989
397.37,0.7192107283656876
397.38,-0.20046357463523967
397.39,-0.8714878326228482
397.4,-0.8806486343395653
397.41,-0.7519806176295764
397.42,-0.7079452310960248
397.43,-0.5895582389877362
397.44,-0.5007033832861473
397.45,-0.4787137826167182
397.46,-0.3871863966097412
397.47,-0.3918954537676621
397.48,-0.4289801277574602
397.49,-0.3772709912480877
397.5,-0.3479175579705522
397.51,-0.37465273378578756
397.52,-0.3450208271082539
397.53,-0.2720651606110537
397.54,-0.22168503080349972
397.55,-0.19779338274410954
397.56,-0.13920534459903527
397.57,-0.14321855152185492
397.58,-0.09996700452240442
397.59,-0.07413497639263882
397.6,-0.09739892128277357
397.61,-0.18341635787831204
397.62,-0.27038261267298797
397.63,-0.3691783078748844
397.64,-0.5299122427117341
397.65,-0.6223647740229844
397.66,-0.634385053713745
397.67,-0.679655375980557
397.68,-0.710623044622314
397.69,-0.67613048964524
397.7,-0.5924622843306127
397.71,-0.5451869257533049
397.72,-0.4682036513136791
397.73,-0.3735037002817303
397.74,-0.296136251100085
397.75,-0.27630183051796514
397.76,-0.23868114556410833
397.77,-0.19442843953352087
397.78,-0.1819598766543476
397.79,-0.26603706894212065
397.8,-0.2821021019848014
397.81,-0.3020923673667185
397.82,-0.34045976547883583
397.83,-0.4320834199210235
397.84,-0.47243641308267487
397.85,-0.471344354978489
397.86,-0.4569910532006656
397.87,-0.4705311683144954
397.88,-0.4426605470989961
397.89,-0.36648258642700576
397.9,-0.3421072545673604
397.91,-0.32923993674408436
397.92,-0.2849635375569597
397.93,-0.269045602404736
397.94,-0.27409222379819503
397.95,-0.33696554275531826
397.96,-0.3546525716545127
397.97,-0.35334923735633517
397.98,-0.32458060794417765
397.99,-0.40145287364965004
398.0,-0.45930841655756394
398.01,-0.47277562721265093
398.02,-0.5171606107652373
398.03,-0.539264360845449
398.04,-0.5138911638041167
398.05,-0.476622385657033
398.06,-0.4417148096689145
398.07,-0.4167089583418153
398.08,-0.4236660168367138
398.09,-0.5287093237449513
398.1,-0.5679333078105832
398.11,-0.6192799031000784
398.12,-0.812901513325931
398.13,-0.693550965445387
398.14,-0.011838333740375424
398.15,0.685171876517509
398.16,0.9025866305377915
398.17,0.47107198193034494
398.18,-0.31009654785138524
398.19,-0.8373286042138204
398.2,-0.7809941526328048
398.21,-0.6513976545281426
398.22,-0.6644323712920452
398.23,-0.6534617753920391
398.24,-0.5694509070721893
398.25,-0.4914906665980955
398.26,-0.43472659562585153
398.27,-0.4390667507001423
398.28,-0.4047669381735148
398.29,-0.39044256178440157
398.3,-0.39319807537920254
398.31,-0.40445743225497227
398.32,-0.37296547828585347
398.33,-0.3544144073989305
398.34,-0.37033680954023135
398.35,-0.3813137629312793
398.36,-0.38135044586921824
398.37,-0.43783921115916835
398.38,-0.461086825935736
398.39,-0.4513572720227796
398.4,-0.42876737076341437
398.41,-0.4420278268126096
398.42,-0.40023095674123677
398.43,-0.38097033480864195
398.44,-0.35884914670738166
398.45,-0.31265923112179644
398.46,-0.2562500509295904
398.47,-0.22968964200544842
398.48,-0.23600107859829636
398.49,-0.2494472140420831
398.5,-0.24051224392824486
398.51,-0.2680087940129122
398.52,-0.29039907292511485
398.53,-0.313639225150691
398.54,-0.3575460132780436
398.55,-0.45134588256177444
398.56,-0.45042089019609494
398.57,-0.45574472683994693
398.58,-0.4637630224029434
398.59,-0.4711226325458717
398.6,-0.44863133557901097
398.61,-0.43987841307113834
398.62,-0.4153611159125289
398.63,-0.4080316442979553
398.64,-0.3826958498245556
398.65,-0.3581832123111728
398.66,-0.3597331946459656
398.67,-0.3669528586683519
398.68,-0.3527264006265397
398.69,-0.34539027786481713
398.7,-0.33096266867189306
398.71,-0.3395042755569397
398.72,-0.3487446761720227
398.73,-0.3675886633548891
398.74,-0.3637385596110971
398.75,-0.3870486079121291
398.76,-0.3746262233377929
398.77,-0.36749622236232043
398.78,-0.3594883325184954
398.79,-0.35907561583409137
398.8,-0.3496054371110322
398.81,-0.3547885678083505
398.82,-0.3538411680638123
398.83,-0.36114013576380205
398.84,-0.3590013474183502
398.85,-0.3652813643821971
398.86,-0.3536371551323462
398.87,-0.3668017328586279
398.88,-0.35981743797685645
398.89,-0.3608803066062691
398.9,-0.3515553329774229
398.91,-0.35155909454825984
398.92,-0.3406440286130535
398.93,-0.3464450264857561
398.94,-0.34318520618408394
398.95,-0.35510001006297554
398.96,-0.3549630752619703
398.97,-0.3597699719201226
398.98,-0.3595113355286216
398.99,-0.36255945319570404
399.0,-0.35212615301471556
399.01,-0.36237937100684453
399.02,-0.35142596233912465
399.03,-0.3603308487359478
399.04,-0.36053710124610383
399.05,-0.36299803709605033
399.06,-0.35767691663896606
399.07,-0.3619184579284601
399.08,-0.35336006334055386
399.09,-0.3406375551942701
399.1,-0.341371992472104
399.11,-0.35377039252079234
399.12,-0.3326627289143844
399.13,-0.33606303532365284
399.14,-0.35063743575225786
399.15,-0.36460885387132386
399.16,-0.361796003387916
399.17,-0.3656105599301566
399.18,-0.35569816539686866
399.19,-0.37145041490639374
399.2,-0.3435186412350509
399.21,-0.3365502142970321
399.22,-0.34576017721116414
399.23,-0.3636090142438741
399.24,-0.3426833773605901
399.25,-0.32597792720087154
399.26,-0.34299140003764
399.27,-0.3444206060332434
399.28,-0.33134047320432386
399.29,-0.35332561404937785
399.3,-0.35767060463085076
399.31,-0.3715978458528014
399.32,-0.39569697451658714
399.33,-0.40625440482306935
399.34,-0.4123426808876953
399.35,-0.4369381807026006
399.36,-0.747902152086884
399.37,-0.7547879372717001
399.38,-0.6539075128954379
399.39,-0.5701874909203807
399.4,-0.5403054215544456
399.41,-0.46219387205210166
399.42,-0.4044650519196159
399.43,-0.4476085072226431
399.44,-0.4111888592290212
399.45,-0.3944892084793749
399.46,-0.3825914267899731
399.47,-0.39629206104873477
399.48,-0.3734108247099622
399.49,-0.37332525375176545
399.5,-0.3706816798911644
399.51,-0.38784069953235567
399.52,-0.39705778944318076
399.53,-0.38429266966893827
399.54,-0.3372406929730545
399.55,-0.3401936943121566
399.56,-0.3357020515617987
399.57,-0.3006919019414019
399.58,-0.2455276043812588
399.59,-0.19850786421010896
399.6,-0.15416417200521912
399.61,-0.16505889106581434
399.62,-0.19340465692500172
399.63,-0.24779216628592482
399.64,-0.2784132393373874
399.65,-0.3566753996610929
399.66,-0.4072441819567061
399.67,-0.4288639800091936
399.68,-0.40910174606948685
399.69,-0.4288278655461103
399.7,-0.4495205649393195
399.71,-0.4410314008346055
399.72,-0.4304417343783543
399.73,-0.4627711228557185
399.74,-0.48591250231270827
399.75,-0.4698101907294681
399.76,-0.4510961941359477
399.77,-0.4373939746190878
399.78,-0.3943378092161762
399.79,-0.3879062512158681
399.8,-0.37530401523404167
399.81,-0.37634513657693497
399.82,-0.3521568257938461
399.83,-0.3693259027235982
399.84,-0.3678360419914874
399.85,-0.3683640377853037
399.86,-0.36848100875102624
399.87,-0.3797774236707624
399.88,-0.3645572583621999
399.89,-0.3474682341822878
399.9,-0.3274070448985264
399.91,-0.3428183302302451
399.92,-0.3569056937859609
399.93,-0.3698749558361549
399.94,-0.3645228775960082
399.95,-0.37334593818764655
399.96,-0.36872878791584457
399.97,-0.3743958657565897
399.98,-0.36227541708687977
399.99,-0.3652979921660789
400.0,-0.367235778825189
400.01,-0.38814666824722355
400.02,-0.3757509868719085
400.03,-0.3999703999419958
400.04,-0.41475263939001056
400.05,-0.4233886468869311
400.06,-0.38568837349890156
400.07,-0.36796659966843265
400.08,-0.3570493352798423
400.09,-0.3646292728369349
400.1,-0.3684051851414285
400.11,-0.36987096160601063
400.12,-0.36154431137024273
400.13,-0.360611773345973
400.14,-0.3452544504974696
400.15,-0.34621377289143285
400.16,-0.3600401222297078
400.17,-0.3935170371995161
400.18,-0.4014260796402951
400.19,-0.4326595571682615
400.2,-0.44442659803443857
400.21,-0.4361466890251445
400.22,-0.4209357092749806
400.23,-0.41907728048867454
400.24,-0.3759365542095583
400.25,-0.33419500689507536
400.26,-0.3404494873918686
400.27,-0.3387180547646936
400.28,-0.2913518086122827
400.29,-0.28182482983272455
400.3,-0.25692424397476216
400.31,-0.2709894765000335
400.32,-0.3022046678660558
400.33,-0.3467799506715048
400.34,-0.3458393919531209
400.35,-0.4011121754621077
400.36,-0.4599924278589379
400.37,-0.4596368067843552
400.38,-0.397193370362276
400.39,-0.4318249936587204
400.4,-0.4592296656580996
400.41,-0.42162029247510124
400.42,-0.43673277641486347
400.43,-0.4691453944768682
400.44,-0.42224402888585133
400.45,-0.3323370202128755
400.46,-0.34975262307071436
400.47,-0.4090941352334782
400.48,-0.28744790218948446
400.49,-0.4950541650931707
400.5,-0.6487511308589129
400.51,-0.14646142985440358
400.52,0.6969744509746196
400.53,0.5043256276159754
400.54,-0.4395291169112585
400.55,-0.9014705829782187
400.56,-0.9155957130964387
400.57,-0.7928758212635121
400.58,-0.5918357678076019
400.59,-0.37483823959963686
400.6,-0.37231994304641597
400.61,-0.3830906355973855
400.62,-0.2842758530714424
400.63,-0.3140262779090044
400.64,-0.3540824941674606
400.65,-0.31337959686100403
400.66,-0.26795821026934524
400.67,-0.2920665288808192
400.68,-0.29260024378700755
400.69,-0.30622489303444883
400.7,-0.3457805180178766
400.71,-0.37170482738015787
400.72,-0.35374651319628503
400.73,-0.38319562548237307
400.74,-0.375754559690041
400.75,-0.3728002681169197
400.76,-0.35163194738514697
400.77,-0.35611713005479545
400.78,-0.38130434308196837
400.79,-0.41111241793065395
400.8,-0.4080623795714704
400.81,-0.3857583659005024
400.82,-0.3476438157223388
400.83,-0.3237465473701855
400.84,-0.30045882676728436
400.85,-0.28502627233219613
400.86,-0.26435398475074057
400.87,-0.2937480184421367
400.88,-0.30908168466403674
400.89,-0.3257062272350783
400.9,-0.36592133648338904
400.91,-0.4084106410361146
400.92,-0.3946674062482534
400.93,-0.4070079118525736
400.94,-0.4125106221894184
400.95,-0.42441596132347714
400.96,-0.4073188194100884
400.97,-0.4301978399064249
400.98,-0.4095561379523121
400.99,-0.3810322231883997
401.0,-0.3562084645790746
401.01,-0.36244518351862093
401.02,-0.35288547751429855
401.03,-0.3306711570530233
401.04,-0.3419306534871826
401.05,-0.3560419456331139
401.06,-0.347788318465007
401.07,-0.3603865135804726
401.08,-0.3723782277974855
401.09,-0.3781217219486511
401.1,-0.35373294287095364
401.11,-0.37050740961267353
401.12,-0.36086529801895356
401.13,-0.36007083226223385
401.14,-0.3509188580845718
401.15,-0.36566618555714
401.16,-0.3531736050626114
401.17,-0.3601114056071402
401.18,-0.3565116805321687
401.19,-0.3573524404059751
401.2,-0.35885892705735467
401.21,-0.3702414015119788
401.22,-0.3675985313401347
401.23,-0.3750860543151212
401.24,-0.3582867406609367
401.25,-0.3655674884976353
401.26,-0.3489450844620831
401.27,-0.3503264587801716
401.28,-0.3563520072143667
401.29,-0.36036577580254864
401.3,-0.3530839366199059
401.31,-0.3692268749329829
401.32,-0.3570482933911677
401.33,-0.34828827410262164
401.34,-0.3465054340769343
401.35,-0.35816703641850434
401.36,-0.3399188935828591
401.37,-0.34220431647314214
401.38,-0.34776764152196205
401.39,-0.357676338744923
401.4,-0.35384938004396493
401.41,-0.35933979497975754
401.42,-0.34921225242668785
401.43,-0.3519641392508982
401.44,-0.3406239899545666
401.45,-0.34440719896526895
401.46,-0.3368451141106058
401.47,-0.3451468293832266
401.48,-0.33864253757095913
401.49,-0.3452559268705808
401.5,-0.3297577458113662
401.51,-0.3342617231216405
401.52,-0.33456961957475795
401.53,-0.33293527495207786
401.54,-0.32457789837257756
401.55,-0.34105375024184714
401.56,-0.34959525394657265
401.57,-0.35990595156980726
401.58,-0.3477914690685793
401.59,-0.3459165028054235
401.6,-0.3379747256743965
401.61,-0.3516256597901818
401.62,-0.3457420606267384
401.63,-0.3639215377009831
401.64,-0.3462625090230427
401.65,-0.34137940085086765
401.66,-0.3449371763497608
401.67,-0.35905009534205573
401.68,-0.3434623815437852
401.69,-0.34454226812474065
401.7,-0.34699082314196844
401.71,-0.34824549038870845
401.72,-0.33406054713693556
401.73,-0.33004647176930546
401.74,-0.32743525960827063
401.75,-0.3381112341348387
401.76,-0.3281281938629824
401.77,-0.33732142496357964
401.78,-0.33635466547576676
401.79,-0.35443018777125607
401.8,-0.33907322908098775
401.81,-0.3391371468037759
401.82,-0.32786288922037143
401.83,-0.3318676233795261
401.84,-0.3303807030426614
401.85,-0.32963561854245876
401.86,-0.3233580639392589
401.87,-0.330969547102872
401.88,-0.33052428512125276
401.89,-0.33964085628203766
401.9,-0.33063656785410217
401.91,-0.33093793000769367
401.92,-0.32274899013320646
401.93,-0.32809217606994395
401.94,-0.32580747889645034
401.95,-0.3500228117318744
401.96,-0.33486856757573363
401.97,-0.3339491531467569
401.98,-0.33384626238764564
401.99,-0.3402749303053039
402.0,-0.32919411869050264
402.01,-0.335272989352192
402.02,-0.33608671402257606
402.03,-0.3369112427598699
402.04,-0.3284982385757655
402.05,-0.3382736208035043
402.06,-0.32907853949419164
402.07,-0.34063638451607864
402.08,-0.3321311540053055
402.09,-0.3362423595584022
402.1,-0.32946457552525965
402.11,-0.33290914228533536
402.12,-0.3137345036980734
402.13,-0.32574468727455635
402.14,-0.3214275004225509
402.15,-0.33015472528229134
402.16,-0.32756323336664006
402.17,-0.33497712661701484
402.18,-0.32268401680564107
402.19,-0.32569257749541775
402.2,-0.33356992996344725
402.21,-0.3490248649470172
402.22,-0.34010591095247567
402.23,-0.33986065322948567
402.24,-0.33584739418236914
402.25,-0.3402912740034539
402.26,-0.3362911587616933
402.27,-0.3368350807816598
402.28,-0.3218496729089518
402.29,-0.324975216864847
402.3,-0.3197671628046361
402.31,-0.3194054955997273
402.32,-0.3082065407358662
402.33,-0.3271054059829181
402.34,-0.324664846800405
402.35,-0.3350629913957845
402.36,-0.3479127256948749
402.37,-0.3607920484307481
402.38,-0.3471389663242178
402.39,-0.352552847780915
402.4,-0.33392161307442914
402.41,-0.3304577033802459
402.42,-0.334243944869608
402.43,-0.3528491381987163
402.44,-0.3378619688496875
402.45,-0.3378923087734539
402.46,-0.3416253482585023
402.47,-0.3445012452720245
402.48,-0.3285627055472174
402.49,-0.3362832099197314
402.5,-0.325288408688645
402.51,-0.33290468174040483
402.52,-0.3334843767760263
402.53,-0.3422864787848733
402.54,-0.3393969049781398
402.55,-0.3465500756070543
402.56,-0.33537241818428404
402.57,-0.3511376111665655
402.58,-0.3521495670567621
402.59,-0.3502617363229505
402.6,-0.34074372681923837
402.61,-0.35711842782444897
402.62,-0.34600820235289476
402.63,-0.34411666950839453
402.64,-0.3414895379613323
402.65,-0.34373896652254227
402.66,-0.3276158364648206
402.67,-0.33328600700823435
402.68,-0.3397239747364088
402.69,-0.34798526318334005
402.7,-0.34101851161260016
402.71,-0.3586069155236626
402.72,-0.357306844191223
402.73,-0.364603219627442
402.74,-0.3544028854336817
402.75,-0.35979306450017
402.76,-0.3483579429254794
402.77,-0.35956440672358647
402.78,-0.361026093286411
402.79,-0.3613304387846633
402.8,-0.3490559020831851
402.81,-0.3542190472315686
402.82,-0.3547143970119181
402.83,-0.3765482431220301
402.84,-0.38357722419327694
402.85,-0.38870204571981565
402.86,-0.3634552721967217
402.87,-0.36166516525583137
402.88,-0.3447326005854932
402.89,-0.3345498215843256
402.9,-0.33392297414762884
402.91,-0.34263282127170946
402.92,-0.33475974070084197
402.93,-0.3443246048294914
402.94,-0.33617505882617427
402.95,-0.3377252599596856
402.96,-0.35082283854897806
402.97,-0.3792819905143525
402.98,-0.3935378864477258
402.99,-0.42732583369790983
403.0,-0.4307849621180474
403.01,-0.42750728657957804
403.02,-0.4036321737979783
403.03,-0.39617994257357647
403.04,-0.37241808192121917
403.05,-0.3297608728939878
403.06,-0.2900831017978039
403.07,-0.26664542742423464
403.08,-0.247296634505321
403.09,-0.27230406334420626
403.1,-0.25404311081544456
403.11,-0.279519298360528
403.12,-0.33896110164880644
403.13,-0.4059079859219908
403.14,-0.3982817625102864
403.15,-0.4351664783147446
403.16,-0.5018231294653737
403.17,-0.5261948624421425
403.18,-0.4637219179714764
403.19,-0.4450043924795964
403.2,-0.46913241297665875
403.21,-0.40464161353863276
403.22,-0.3631342548310546
403.23,-0.3922643723461759
403.24,-0.35851152117017077
403.25,-0.24820890759916422
403.26,-0.23281534370609705
403.27,-0.3418284784097674
403.28,-0.2974218987999926
403.29,-0.46945133731302596
403.3,-0.5827318113031634
403.31,-0.06820341566769479
403.32,0.7099843300938278
403.33,0.526380801888712
403.34,-0.42413046847329605
403.35,-0.8957189804435609
403.36,-0.9148731553884791
403.37,-0.7956267480548169
403.38,-0.601609145529817
403.39,-0.4115014841490861
403.4,-0.41969134146252457
403.41,-0.42135488663157317
403.42,-0.28331353046797775
403.43,-0.328811360180112
403.44,-0.35507380977294983
403.45,-0.31932075555183864
403.46,-0.2670246007964956
403.47,-0.2871882156392306
403.48,-0.2994279850605733
403.49,-0.29138074034867456
403.5,-0.32210972968846857
403.51,-0.3677609334390677
403.52,-0.37021984671411323
403.53,-0.3889590963251656
403.54,-0.3897188479712379
403.55,-0.3910866516564387
403.56,-0.34577111184351345
403.57,-0.33665844238903014
403.58,-0.3481333478641694
403.59,-0.3458001305441175
403.6,-0.3335126490608054
403.61,-0.3110710193774521
403.62,-0.28583806207194035
403.63,-0.28876308639849363
403.64,-0.2812665699969991
403.65,-0.30282155222328166
403.66,-0.3297113983164314
403.67,-0.39036802840159385
403.68,-0.40214826888185684
403.69,-0.4103506721849572
403.7,-0.4182375783162886
403.71,-0.4220560081606053
403.72,-0.4060671944566433
403.73,-0.40416778428283023
403.74,-0.395106530062706
403.75,-0.3923326590854733
403.76,-0.37231957235499824
403.77,-0.38070166293209967
403.78,-0.3756265595420818
403.79,-0.3647298869581418
403.8,-0.3398406225701407
403.81,-0.35472301870517886
403.82,-0.36074667306003566
403.83,-0.3631542898705788
403.84,-0.3613592792366497
403.85,-0.38413085569518507
403.86,-0.36987332158362374
403.87,-0.3686212583397224
403.88,-0.36605781070854343
403.89,-0.37369120216323826
403.9,-0.370024320607965
403.91,-0.3762139140092431
403.92,-0.37070467243358673
403.93,-0.3731149233992287
403.94,-0.35369028052152984
403.95,-0.3594704582678667
403.96,-0.35745071390259625
403.97,-0.3690210357518822
403.98,-0.35655619433980057
403.99,-0.36262852931876305
404.0,-0.3656896127145368
404.01,-0.3693379461958415
